,Unnamed: 0,기관,시군구,주소,지역
146,11.0,구산원,충청남도 천안시,충남 천안시 동남구 북면전곡리  139,충남
147,12.0,좋은세상사회복귀시설,충청남도 천안시,충남 천안시 동남구 구성동   446-33,충남
148,13.0,희망사회복귀시설,충청남도 천안시,충남 천안시 동남구 원성동   519-5,충남
149,14.0,(사)미래를여는아이들 햇살가득파랑새지역아동센터,충청남도 천안시,충청남도 천안시 동남구 원거리9길25,충남
150,0.0,초원지역아동센터,충청남도 천안시,충남 천안시 동남구 신방동  초원아파트상가 2동 201호,충남
151,1.0,착한아이지역아동센터,충청남도 천안시,충남 천안시 동남구 삼룡천2길 9 (구성동)2층. 착한아이지역아동센터,충남
152,2.0,반석지역아동센터,충청남도 천안시,충남 천안시 동남구 구성동   450-6,충남
153,3.0,(주)그린케어,충청남도 천안시,충남 천안시 서북구 두정동   1030번지,충남
154,4.0,천안삼거리요양원,충청남도 천안시,충청남도 천안시 동남구 삼룡동 샛골길1-15,충남
155,5.0,의료법인영서의료재단 영서원,충청남도 천안시,충청남도 천안시 동남구 목천읍 삼방로 733영서의료재단 영 서 원,충남
156,6.0,젬마의집,충청남도 천안시,충청남도 천안시 동남구 풍세로801-23     107동 502(용곡1차 세광엔리치타워APT,충남
157,7.0,비타민,충청남도 천안시,충남 천안시 서북구 월봉7길 54 (쌍용동) 4층,충남
158,8.0,지구시민운동연합,충청남도 천안시,충청남도 천안시 동남구 목천읍 교천지산길 284-11지구시민운동연합,충남
159,9.0,다나힐요양원,충청남도 천안시,충남 천안시 서북구 직산읍양당리  216-10,충남
160,10.0,나비의꿈 사회복귀시설,충청남도 천안시,"충남 천안시 서북구 두정중11길 26 (두정동)5층, 마천루 빌딩",충남
161,11.0,해오름지역아동센터,충청남도 천안시,충남 천안시 서북구 입장면 성진로 7163층,충남
162,12.0,푸른하늘지역아동센터,충청남도 천안시,충청남도 천안시 동남구 목천읍 삼성5길46 부영1차상가동 206호,충남
163,13.0,초록마을공동생활가정,충청남도 천안시,충남 천안시 서북구 백석동   191-3 현대아파트 113동 104호,충남
164,14.0,사회복귀시설마음터,충청남도 천안시,충남 천안시 서북구 성정중5길 11 (성정동)501,충남
165,0.0,목천지역아동센터,충청남도 천안시,충남 천안시 동남구 목천읍신계리  403-41,충남
166,1.0,다함장애인자립생활센터,충청남도 천안시,충청남도 천안시 서북구 번영로 208 (백석동)종합운동장 주 경기장 내 사)충남여성장애인연대 부설 다함장애인자립생활센터,충남
167,2.0,낮은울타리지역아동센터,충청남도 천안시,충남 천안시 서북구 성환읍성환리  449-351,충남
168,3.0,꿈나래지역아동센터,충청남도 천안시,충청남도 천안시 동남구 봉명동  424번지 201호,충남
169,4.0,(사)한국백혈병소아암협회 충청지회,충청남도 천안시,충청남도 천안시 동남구 양지말2길 6 (유량동)(유량동 146-10),충남
170,5.0,동산요양원,충청남도 천안시,충남 천안시 동남구 목천읍응원리  259-39,충남
171,6.0,천안우리지역아동센터,충청남도 천안시,"충청남도 천안시 동남구 쌍용대로94-7, 2층",충남
172,7.0,천안시다문화가족지원센터,충청남도 천안시,충청남도 천안시 동남구 은행길 15-1 (문화동)3층,충남
173,8.0,푸른솔지역아동센터,충청남도 천안시,충남 천안시 서북구 성환읍성월리  150 현대한솔A 상가 201호,충남
174,9.0,단국대학교 치과대학 부속치과병원,충청남도 천안시,충청남도 천안시 동남구 단대로119번지,충남
175,10.0,충무노인복지센터,충청남도 천안시,충남 천안시 서북구 쌍용동   389-13 영서빌딩 1층,충남
176,11.0,삼성디스플레이(주),충청남도 천안시,충청남도 아산시 탕정면 명암리 150 삼성디스플레이 사회봉사단,충남
177,12.0,충청남도시각장애인복지관,충청남도 천안시,충청남도 천안시 동남구 충절로535-13,충남
178,13.0,천안KYC,충청남도 천안시,충남 천안시 서북구 쌍용2동   1583번지 3층,충남
179,14.0,천안새소망의집,충청남도 천안시,충청남도 천안시 동남구 태조산길142-28,충남
180,0.0,천안희망쉼터,충청남도 천안시,충남 천안시 동남구 문화동69-7,충남
181,1.0,섬김노인복지센터,충청남도 천안시,충남 천안시 서북구 신당동   439번지4호2필지 2층,충남
182,2.0,참아름다운집,충청남도 천안시,충청남도 천안시 동남구 북면 양곡1길190-22,충남
183,3.0,충무원,충청남도 천안시,충남 천안시 동남구 목천읍송전리443,충남
184,4.0,우리두리지역아동센터,충청남도 천안시,충남 천안시 동남구 성황동40-2    4층,충남
185,5.0,천안고향의집,충청남도 천안시,충남 천안시 동남구 우영3길 21 (봉명동)천안고향의집,충남
186,6.0,(복)나라사랑복지재단,충청남도 천안시,충남 천안시 동남구 청당동광풍로 1828,충남
187,7.0,사단법인 미래를 여는 아이들,충청남도 천안시,충청남도 천안시 동남구 원거리8길(원성동) 2층,충남
188,8.0,꿈샘지역아동센터,충청남도 천안시,충남 천안시 동남구 목천읍교촌리22,충남
189,9.0,새솔지역아동센터,충청남도 천안시,충남 천안시 동남구 원성동224-10,충남
190,10.0,천안모이세,충청남도 천안시,충남 천안시 동남구 오룡동107-1,충남
191,11.0,서로사랑지역아동센터,충청남도 천안시,충남 천안시 서북구 직산읍수헐리군수 1길 30번지,충남
192,12.0,천안중앙병원,충청남도 천안시,충남 천안시 서북구 성정동1527 리전프라자 6층,충남
193,13.0,천안장애인성폭력상담소,충청남도 천안시,충남 천안시 서북구 두정동   1611 두정프라자 3층 301호,충남
194,14.0,천안시장애인종합체육관,충청남도 천안시,충남 천안시 동남구 유량동243-1,충남
195,0.0,천안녹색소비자연대,충청남도 천안시,충남 천안시 서북구 성정동   1033번지 2층,충남
196,1.0,해피홈 공동생활가정,충청남도 천안시,충청남도 천안시 동남구 청수동 극동2차아파트 (201~206동)205동 101호,충남
197,2.0,사회복지법인 희정복지재단,충청남도 천안시,충남 천안시 동남구 신부동370-1,충남
198,3.0,깨비지역아동센터,충청남도 천안시,충청남도 천안시 서북구 성정동 봉정로149 3층,충남
199,4.0,충남좋은이웃쉼터,충청남도 천안시,충청남도 천안시 서북구 백석로 224 (성정동)5층,충남
200,5.0,사단법인 천안시 천사운동본부,충청남도 천안시,충남 천안시 서북구 노태산로 21 (백석동)11-2,충남
201,6.0,(재)풀뿌리희망재단,충청남도 천안시,충남 천안시 서북구 개목5길 30 (성정동)2층,충남
202,7.0,충청남도 천안의료원,충청남도 천안시,충남 천안시 동남구 삼룡동   41-13,충남
203,8.0,천안 YWCA,충청남도 천안시,충남 천안시 동남구 다가동   410-4,충남
204,9.0,선재원,충청남도 천안시,충청남도 천안시 동남구 청수7로9-4 선경빌 301호,충남
205,10.0,복지세상을 열어가는 시민모임,충청남도 천안시,충청남도 천안시 서북구 1공단1길 52 (두정동)센트하임프라자 1층 119호,충남
206,11.0,YWCA꿈터지역아동센터,충청남도 천안시,충청남도 천안시 동남구 다가말2길 39 (다가동)B동 1층,충남
207,12.0,천안시서북구정신건강복지센터,충청남도 천안시,충남 천안시 서북구 성정동   684-1,충남
208,13.0,천안죽전주간보호센터,충청남도 천안시,충청남도 천안시 동남구 구성동 정골1길 134천안죽전주간보호센터,충남
209,14.0,사회복지법인 신창복지재단,충청남도 천안시,충남 천안시 동남구 우영1길 4 (봉명동)(옛주소봉명동37-21),충남
210,0.0,대한불교조계종 천안 천불사,충청남도 천안시,충남 천안시 동남구 목천읍 교천지산길 338-16천불사,충남
211,1.0,충남중증장애인자립생활센터,충청남도 천안시,충남 천안시 서북구 두정동   1370번지 J파크프라자 5층 504호,충남
212,2.0,천안시지속가능발전협의회,충청남도 천안시,충남 천안시 서북구 두정동655 농업경영인 다목적회관 2층,충남
213,3.0,사)한국지적장애인복지협회 천안지부,충청남도 천안시,충남 천안시 서북구 신당동   신당새터1길72번지 반딧불단기보호센터,충남
214,4.0,천안아름다운청소년들,충청남도 천안시,충남 천안시 서북구 쌍용동   1030,충남
215,5.0,충남가족과성상담소,충청남도 천안시,충남 천안시 서북구 쌍용대로 289-4 (성정동)삼정빌딩 6층,충남
216,6.0,충남여성장애인연대,충청남도 천안시,충남 천안시 서북구 백석동   255-1 종합운동장 주 경기장 내,충남
217,7.0,순천향대학교 천안병원,충청남도 천안시,충남 천안시 봉명동 순천향대학천안병원사회사업실,충남
218,8.0,성환재가노인복지센터,충청남도 천안시,충청남도 천안시 서북구 성환읍 성환중앙로24-7,충남
219,9.0,두빛나래지역아동센터,충청남도 천안시,충남 천안시 서북구 성환읍 성환리  356-22 성환감리교회 구관 두빛나래지역아동센터,충남
220,10.0,휴먼복지관,충청남도 천안시,충남 천안시 서북구 입장면도림리117-1,충남
221,11.0,천안죽전원,충청남도 천안시,충남 천안시 동남구 구성동   107-8,충남
222,12.0,한숲복지재단 느티나무노인복지센터,충청남도 천안시,충청남도 천안시 동남구 통정7길5-3,충남
223,13.0,입장농업협동조합,충청남도 천안시,충청남도 천안시 서북구 입장면 입장로 118입장농협,충남
224,14.0,농협중앙회 충남지역본부,충청남도 천안시,충남 홍성군 홍북읍 충남대로 64농협충남본부,충남
225,0.0,천안시립노인전문병원,충청남도 천안시,충남 천안시 동남구 목천읍 송전리  431번지,충남
226,1.0,호서노인전문요양원,충청남도 천안시,충청남도 천안시 동남구 충절로535-18,충남
227,2.0,천안노인전문요양원,충청남도 천안시,충남 천안시 동남구 구성동   87-2,충남
228,3.0,천안여자단기청소년쉼터,충청남도 천안시,충남 천안시 동남구 순천향3길 52 (봉명동) 3층,충남
229,4.0,나사렛대학교,충청남도 천안시,충청남도 천안시 서북구 월봉로 48나사렛대학교 나사렛관 1층 나눔품성봉사센터,충남
230,5.0,천안시건강가정지원센터,충청남도 천안시,충청남도 천안시 서북구 동서대로129-12 11층,충남
231,6.0,(사)충남장애인부모회 천안지회,충청남도 천안시,충남 천안시 서북구 성환읍 성진로 4(사)충남장애인부모회 천안지회,충남
232,7.0,충청남도가정위탁지원센터,충청남도 천안시,충청남도 천안시 서북구 두정동 두정중10길8 희망빌딩4층,충남
233,8.0,충남여성인권상담센터,충청남도 천안시,충청남도 천안시 서북구 성정로91 영진빌딩 3층,충남
234,9.0,아우내은빛복지관,충청남도 천안시,충청남도 천안시 동남구 병천2로51번지,충남
235,10.0,마음편한집,충청남도 천안시,충남 천안시 동남구 동면동산리292,충남
236,11.0,사단법인 한빛회,충청남도 천안시,충남 천안시 서북구 두정동   1903 태산빌딩 202호,충남
237,12.0,천안시장애인보호작업장,충청남도 천안시,충청남도 천안시 서북구 성정동 축구센터로204,충남
238,13.0,죽전직업재활원,충청남도 천안시,충남 천안시 동남구 구성동   107-9,충남
239,14.0,사회복지법인 삼일복지재단 삼일육아원,충청남도 천안시,충남 천안시 서북구 쌍용동    220-4,충남
240,0.0,사회복지법인익선원,충청남도 천안시,충청남도 천안시 서북구 성거읍  성진로 596번지,충남
241,1.0,충청남도아동보호전문기관,충청남도 천안시,충남 천안시 서북구 성정동   1007-1,충남
242,2.0,사회복지법인신아원,충청남도 천안시,충청남도 천안시 동남구 무남길 53 (삼룡동)신아원,충남
243,3.0,(사)충남곰두리봉사회,충청남도 천안시,충청남도 천안시 서북구 번영로208 (종합운동장 국민체육센터 1층),충남
244,4.0,천안시장애인종합복지관,충청남도 천안시,충청남도 천안시 서북구 두정동 두정고2길 51천안시장애인종합복지관,충남
245,5.0,사회복지법인 등대의집,충청남도 천안시,충청남도 천안시 서북구 성진로 410-11등대의집,충남
246,6.0,온유한집,충청남도 천안시,충남 천안시 직산읍 남산리 292-2,충남
247,7.0,(사)충청남도시각장애인연합회 천안시지회,충청남도 천안시,충청남도 천안시 서북구 성정동  1001번지,충남
248,8.0,어린이재단 충남지역본부,충청남도 천안시,충청남도 천안시 서북구 두정중10길 8 (두정동)희망빌딩 4층,충남
249,9.0,기독성심원,충청남도 천안시,충남 천안시 동남구 성남면 신사리   207-1,충남
250,10.0,천안시사회복지협의회,충청남도 천안시,"충청남도 천안시 동남구 대흥로276, 2층",충남
251,11.0,단국대학교의과대학부속병원,충청남도 천안시,충남 천안시 동남구 망향로 201 (안서동)사회사업팀,충남
252,12.0,쌍용종합사회복지관,충청남도 천안시,"충청남도 천안시 서북구 쌍용11길 57 (쌍용동, 주공7단지1차아파트)쌍용종합사회복지관",충남
253,13.0,천안시노인종합복지관,충청남도 천안시,충남 천안시 서북구 미라11길 16 (쌍용동)천안시노인종합복지관,충남
254,14.0,효자의집,충청남도 천안시,충남 천안시 동남구 삼룡동   41-12,충남
0,0.0,공주효재가노인복지센터,충청남도 공주시,충남 공주시 이인면 검바위로 1 공주효재가노인복지센터,충남
1,1.0,늘푸른요양원,충청남도 공주시,충남 공주시 금강공원길 37-10 (금성동) 늘푸른요양원,충남
2,2.0,여성긴급전화1366충남센터,충청남도 공주시,충남 공주시 한적2길 41-20 (금흥동) 여성긴급전화1366충남센터,충남
3,3.0,새싹어린이집,충청남도 공주시,충남 공주시 영명학당1길 13 (중동)새싹어린이집,충남
4,4.0,비타민너싱홈,충청남도 공주시,충남 공주시 반포면 금벽로 1714-124 비타민너싱홈,충남
5,5.0,공주시가족상담센터,충청남도 공주시,충청남도 공주시 제민천3길 22 (중학동),충남
6,6.0,공주시청소년쉼터,충청남도 공주시,충청남도 공주시 감영길 1 (반죽동)3층,충남
7,7.0,통천포요양센터,충청남도 공주시,충청남도 공주시 우성면 통천포길 327,충남
8,8.0,온닮,충청남도 공주시,충남 공주시 백미고을길 9-4 (금성동)1층,충남
9,9.0,공주지역자활센터,충청남도 공주시,충청남도 공주시 신기동길48-8,충남
10,10.0,공주효사랑실버복지원,충청남도 공주시,충청남도 공주시 신풍면 토끼울길105,충남
11,11.0,평안데이케어센터,충청남도 공주시,충청남도 공주시 무령로299,충남
12,12.0,금강원,충청남도 공주시,충청남도 공주시 우성면 은골1길45-6,충남
13,13.0,공주시노인종합복지관,충청남도 공주시,충청남도 공주시 반죽동 당간지주길7,충남
14,14.0,(사)한국장애인문화관광진흥회 충남협회,충청남도 공주시,충청남도 공주시 의당면 의당로812-21,충남
15,0.0,사회복지법인 경천,충청남도 공주시,충청남도 공주시 계룡면 전진배길27,충남
16,1.0,평안요양센터,충청남도 공주시,충청남도 공주시 옥룡동 무령로299,충남
17,2.0,도래샘,충청남도 공주시,충청남도 공주시 중학동 큰우물길3-1 (중학동),충남
18,3.0,한울지역아동센터,충청남도 공주시,충청남도 공주시 산성동 산성2길19,충남
19,4.0,의당재가요양복지센터,충청남도 공주시,충청남도 공주시 의당면 의당로340,충남
20,5.0,공주엘림요양원,충청남도 공주시,충청남도 공주시 검바위로141,충남
21,6.0,명주원보호작업장,충청남도 공주시,충청남도 공주시 송곡로255-20,충남
22,7.0,한국지적발달장애인복지협회 공주시지부,충청남도 공주시,충청남도 공주시 한적2길64-13,충남
23,8.0,행복요양원,충청남도 공주시,충청남도 공주시 정안면 화봉평정길241-35,충남
24,9.0,고은어버이집,충청남도 공주시,충남 공주시 우성면 역골2길 35-5고은어버이집,충남
25,10.0,충청남도 공주의료원,충청남도 공주시,충남 공주시 중동 330-1,충남
26,11.0,신관지역아동센터,충청남도 공주시,충남 공주시 신관동 340-11번지 1층,충남
27,12.0,공주효센터,충청남도 공주시,충남 공주시 이인면달산리 156-13,충남
28,13.0,의료법인 태인의료재단,충청남도 공주시,충남 공주시 태봉동361-4,충남
29,14.0,에스더학교지역아동센터,충청남도 공주시,충남 공주시 의당면용현리52-2,충남
30,0.0,누리마을,충청남도 공주시,충청남도 공주시 탄천면 분창양달길77-64,충남
31,1.0,공주사랑요양원,충청남도 공주시,충남 공주시 탄천면 임천고개로 191-1919,충남
32,2.0,공주요양병원,충청남도 공주시,충남 공주시 신풍면조평리126-2,충남
33,3.0,국립공주병원,충청남도 공주시,충남 공주시 오곡동637,충남
34,4.0,사단법인 충청남도다문화가정협회,충청남도 공주시,충남 공주시 금학동275-17,충남
35,5.0,21C청년자원봉사(VOLO21),충청남도 공주시,충남 공주시 신관동공주대학교인문사회과학대학 221호,충남
36,6.0,공주노인요양원,충청남도 공주시,"충청남도 공주시 탄천면 국사봉로 13(견동리, 공주노인요양원)",충남
37,7.0,(사)대한예수교장로회 공주원로원,충청남도 공주시,충청남도 공주시 연수원길47-30 공주원로원,충남
38,8.0,공주기쁨노인복지센터,충청남도 공주시,충남 공주시 웅진동230-4,충남
39,9.0,세종프라임요양병원,충청남도 공주시,충청남도 공주시 정안면 장원길345-33,충남
40,10.0,공주시치매어르신주간보호소,충청남도 공주시,충남 공주시 금성동20-13,충남
41,11.0,여울지역아동센터,충청남도 공주시,충청남도 공주시 탄천면 통산로159,충남
42,12.0,공주시정신건강복지센터,충청남도 공주시,충남 공주시 봉황로 123 (교동)1층 공주시정신건강복지센터,충남
43,13.0,공주푸른학교,충청남도 공주시,충남 공주시 중동 65-13 2층,충남
44,14.0,도덕노인복지센터,충청남도 공주시,충남 공주시 의당면 도신리586-2,충남
45,0.0,새움터,충청남도 공주시,충남 공주시 의당면청룡리478-21,충남
46,1.0,왕촌어버이의집,충청남도 공주시,충남 공주시 상왕동663,충남
47,2.0,도덕 꿈이 있는 지역아동센터,충청남도 공주시,충남 공주시 의당면 도신리413-1,충남
48,3.0,(사)한국곰두리봉사회 충남지부 공주지회,충청남도 공주시,충남 공주시 무령로 129 (교동)1층,충남
49,4.0,공주기독교종합사회복지관,충청남도 공주시,충남 공주시 중동 321,충남
50,5.0,누리재활원,충청남도 공주시,충청남도 공주시 분창양달길 77-68누리재활원,충남
51,6.0,소망공동체,충청남도 공주시,충청남도 공주시 상왕동 건너들길28,충남
52,7.0,믿음의집,충청남도 공주시,충남 공주시 유구읍 명곡리 35,충남
53,8.0,의료법인주은복지의료재단,충청남도 공주시,충남 공주시 탄천면 덕지리 179-6 (주은라파스요양병원),충남
54,9.0,우리복지원,충청남도 공주시,충남 공주시 탄천면 분창양달길 77-70우리복지원,충남
55,10.0,공주행복의집,충청남도 공주시,충남 공주시 탄천면 삼각리498,충남
56,11.0,동곡요양원,충청남도 공주시,충남 공주시 반포면 송곡로 263-11동곡요양원,충남
57,12.0,공주시사회복지협의회,충청남도 공주시,충남 공주시 의당면청룡리903번지 공주시종합사회복지관 105호,충남
58,13.0,공주벧엘정신요양원,충청남도 공주시,충남 공주시 봉정동백제문화로 2015-20,충남
59,14.0,금강종합사회복지관,충청남도 공주시,충청남도 공주시 우금티로 709-12금강종합사회복지관,충남
60,0.0,사회복지법인 세화,충청남도 공주시,충남 공주시 오곡동791-3,충남
61,1.0,충남남부장애인종합복지관,충청남도 공주시,충남 공주시 계룡면 영규대사로 747충남남부장애인종합복지관,충남
62,2.0,장애인거주시설 명주원,충청남도 공주시,충남 공주시 반포면 송곡리268,충남
63,3.0,금강노인복지센터,충청남도 공주시,충남 공주시 금성동20-13,충남
0,0.0,사)충남장애인부모회보령지회,충청남도 보령시,"충남 보령시 원동1길 69 (대천동, 시티타워)204호",충남
1,1.0,충남중증장애인자립생활협회,충청남도 보령시,충남 보령시 대해로 70-11 (궁촌동) 충남중증장애인자립생활협회,충남
2,2.0,보령시장애인보호작업장,충청남도 보령시,충남 보령시 양지뜸길 5 (명천동) 보령시장애인보호작업장,충남
3,3.0,열린지역아동센터,충청남도 보령시,충남 보령시 희망2길 39 (동대동)2층,충남
4,4.0,라온지역아동센터,충청남도 보령시,충청남도 보령시 옥갓티3길27,충남
5,5.0,(주)늘푸른복지센터,충청남도 보령시,충청남도 보령시 큰오랏7길14,충남
6,6.0,보령지역자활센터,충청남도 보령시,"충청남도 보령시 원동1길95, 2층",충남
7,7.0,삼육소담노인요양공동생활가정,충청남도 보령시,충청남도 보령시 청소면 마참길42-27,충남
8,8.0,사단법인 충남시각장애인연합회 보령지회,충청남도 보령시,충청남도 보령시 동대동 희망2길 102층 시각장애인연합회,충남
9,9.0,보령지역아동센터,충청남도 보령시,충청남도 보령시 천변남길316,충남
10,10.0,보령시건강가정지원센터,충청남도 보령시,충청남도 보령시 동대동  882-3번지 인승빌딩 202호,충남
11,11.0,보령중증장애인자립생활지원센터,충청남도 보령시,충청남도 보령시 터미널길 18-7 (궁촌동)엘타워 103호,충남
12,12.0,지구촌희망공동체,충청남도 보령시,충남 보령시 웅천읍관당리 805-3,충남
13,13.0,행복보령푸드마켓,충청남도 보령시,"충청남도 보령시 원동1길95, 1층",충남
14,14.0,보령사랑의집,충청남도 보령시,충남 보령시 남포면옥서리 16,충남
15,0.0,대천요양원,충청남도 보령시,충남 보령시 성주면성주리 247-14,충남
16,1.0,보령효나눔복지센터,충청남도 보령시,충청남도 보령시 판미로1471,충남
17,2.0,보령노인복지센터,충청남도 보령시,충남 보령시 대천로 113 (죽정동)0,충남
18,3.0,정심작업장,충청남도 보령시,충남 보령시 주교면 관창리산 14,충남
19,4.0,대천가족상담센타,충청남도 보령시,충남 보령시 대천동170-1,충남
20,5.0,대천애육원,충청남도 보령시,충남 보령시 마루뜰길 36 (신흑동)대천애육원,충남
21,6.0,보령노인종합복지관,충청남도 보령시,충청남도 보령시 대천로 113 (죽정동)보령노인종합복지관,충남
22,7.0,사회복지법인보령원,충청남도 보령시,충남 보령시 남포면 창동리 560,충남
23,8.0,충청남도립요양원,충청남도 보령시,충청남도 보령시 주교면 척골길233,충남
24,9.0,보령육아원,충청남도 보령시,충남 보령시 남포면 창동리568,충남
25,10.0,충남정심원,충청남도 보령시,충청남도 보령시 주교면 보령북로404,충남
26,11.0,사회복지법인 이야기마을,충청남도 보령시,충남 보령시 웅천읍 수부리 697-1,충남
27,12.0,살렘동산,충청남도 보령시,충남 보령시 천북면 낙동리510-1,충남
28,13.0,보령시사회복지협의회,충청남도 보령시,"충청남도 보령시 동대동 원동1길95, 2층(동대동, 보령복지센터)",충남
29,14.0,충청남도서부장애인종합복지관,충청남도 보령시,충남 보령시 주교면 보령북로 404충청남도서부장애인종합복지관,충남
30,0.0,명천종합사회복지관,충청남도 보령시,충청남도 보령시 주공로50,충남
31,1.0,정심요양원,충청남도 보령시,충청남도 보령시 보령북로 404정심요양원,충남
0,0.0,인주농협요양원,충청남도 아산시,충남 아산시 인주면 영인산로 260-14 인주농협요양원,충남
1,1.0,충남아산지역자활센터,충청남도 아산시,충남 아산시 염치읍 은행나무길 223 103호,충남
2,2.0,자리끼요양원,충청남도 아산시,충남 아산시 탕정면 삼성로 244-6 자리끼요양원,충남
3,3.0,의료법인 정빈의료재단 아산전문요양원,충청남도 아산시,충남 아산시 배방읍 휴대세교길 101 아산전문요양원,충남
4,4.0,보금자리,충청남도 아산시,충남 아산시 초사길 3-8 (초사동) 보금자리,충남
5,5.0,아산충무노인주간보호센터,충청남도 아산시,충남 아산시 시민로 294 (용화동) 4층 402호,충남
6,6.0,길벗요양원,충청남도 아산시,충남 아산시 음봉면 충무로681번길 54-23 길벗요양원,충남
7,7.0,공동생활가정 예향원,충청남도 아산시,충남 아산시 신창면 온천대로 848-25 공동생활가정 예향원,충남
8,8.0,행복한요양원,충청남도 아산시,충청남도 아산시 신창면 행목로192번길 18행복한요양원,충남
9,9.0,사단법인 좋은복지,충청남도 아산시,충청남도 아산시 배방읍 북수로 83-14,충남
10,10.0,아산시두리사랑주간보호센터,충청남도 아산시,충청남도 아산시 탕정면 선문로 217-2,충남
11,11.0,금원요양원,충청남도 아산시,충청남도 아산시 배방읍 갈매길 42-25금원요양원,충남
12,12.0,행복노인복지센터,충청남도 아산시,충청남도 아산시 둔포면 충무로 1299,충남
13,13.0,하늘꿈지역아동센터,충청남도 아산시,충청남도 아산시 염치읍 염성길 114,충남
14,14.0,할멘신망애요양원,충청남도 아산시,충청남도 아산시 염치읍 쌍죽길 16-24할멘신망애요양원,충남
15,0.0,효담실버케어스,충청남도 아산시,충청남도 아산시 배방읍 배방로229번길30-17,충남
16,1.0,나래지역아동센터,충청남도 아산시,"충청남도 아산시 문화로33-11, 202호",충남
17,2.0,꿈을펼쳐라지역아동센터,충청남도 아산시,충청남도 아산시 충무로94번길15-7,충남
18,3.0,(사)좋은이웃,충청남도 아산시,"충청남도 아산시 삼동로14, 4층",충남
19,4.0,예닮지역아동센터,충청남도 아산시,충청남도 아산시 둔포면 관대길 59-6,충남
20,5.0,LH행복꿈터용연지역아동센터,충청남도 아산시,"충청남도 아산시 배방읍 용연로36, 103동 1층",충남
21,6.0,해비타트지역아동센터,충청남도 아산시,충청남도 아산시 도고면 온천대로207번길21,충남
22,7.0,아산실버요양원,충청남도 아산시,충청남도 아산시 송악면 외암로759,충남
23,8.0,꿈꾸는나무,충청남도 아산시,충청남도 아산시 송악면 외암로958,충남
24,9.0,아산시동부노인복지관,충청남도 아산시,충청남도 아산시 배방읍 순천향로1060,충남
25,10.0,온누리지역아동센터,충청남도 아산시,충청남도 아산시 권곡동 삼동로86번길9-5,충남
26,11.0,아산설화요양원,충청남도 아산시,충청남도 아산시 송악면 외암로1166번길31-6,충남
27,12.0,어울림,충청남도 아산시,충청남도 아산시 신창면비공개시설,충남
28,13.0,이화피닉스요양병원,충청남도 아산시,충청남도 아산시 배방읍 배방산길57-5,충남
29,14.0,늘푸른요양병원,충청남도 아산시,충청남도 아산시 온천동131-110,충남
30,0.0,연화지역아동센터,충청남도 아산시,충청남도 아산시 배방읍 연화로16 휴먼시아7단지 내 주민공동시설,충남
31,1.0,그레이스빌,충청남도 아산시,충청남도 아산시 배방읍 갈매길159-4,충남
32,2.0,아산유리요양병원,충청남도 아산시,충청남도 아산시 도고면 도고면로179,충남
33,3.0,(복)아산성애원 열린성애병원,충청남도 아산시,충청남도 아산시 음봉면 음봉로681번길 76열린성애병원 사회사업실,충남
34,4.0,성모신나는일터,충청남도 아산시,충청남도 아산시 영인면 신정리길 189,충남
35,5.0,따둥,충청남도 아산시,충청남도 아산시 권곡동 아산삼부르네상스아파트101동 202호,충남
36,6.0,메디케어요양원,충청남도 아산시,충청남도 아산시 둔포면 윤보선로336번길 55-1,충남
37,7.0,중앙지역아동센터,충청남도 아산시,충청남도 아산시 배방읍 공수리 151-3,충남
38,8.0,의료법인 정빈의료재단 아산병원,충청남도 아산시,충청남도 아산시 배방읍 세교리 348-5,충남
39,9.0,아산시수화통역센터,충청남도 아산시,충청남도 아산시 탕정면 선문로 217-23층,충남
40,10.0,영인지역아동센터,충청남도 아산시,충청남도 아산시 영인면 아산리길6번길23,충남
41,11.0,아산시다문화가족지원센터,충청남도 아산시,충청남도 아산시 온천동  94-6번지 4층,충남
42,12.0,가온누리,충청남도 아산시,충청남도 아산시 번영로169번길6-5,충남
43,13.0,키움지역아동센터,충청남도 아산시,충남 아산시 좌부동 초원설화타운 2차 관리사무소 3층,충남
44,14.0,아산사랑의지역아동센터,충청남도 아산시,충남 아산시 신창면읍내리 온천대로 842번길 6,충남
45,0.0,산정꿈나무지역아동센터,충청남도 아산시,"충청남도 아산시 모산로126번길17-26(한도아파트), 상가동 3층 산정꿈나무지역아동센터",충남
46,1.0,방축지역아동센터,충청남도 아산시,충남 아산시 방축동 113-26 상가2층,충남
47,2.0,인주지역아동센터,충청남도 아산시,충남 아산시 인주면밀두리 642 LH주공아파트 105동 1층,충남
48,3.0,아산JPC요양원,충청남도 아산시,충남 아산시 영인면 영인로 14-21아산jpc요양원,충남
49,4.0,온양정애요양원,충청남도 아산시,충남 아산시 온천동 306-14,충남
50,5.0,아산시단기청소년쉼터(남자),충청남도 아산시,충남 아산시 온천동 306-21 성심빌딩 4층,충남
51,6.0,따뜻한둥지,충청남도 아산시,충남 아산시 권곡동  아산삼부르네상스아파트101동 201호,충남
52,7.0,(사)아산우리가족상담센터 부설 해뜰가족상담소,충청남도 아산시,충남 아산시 온천동 1681번지 충무회관 3층,충남
53,8.0,일곱빛지역아동센터,충청남도 아산시,충청남도 아산시 배방읍 공수길 88일곱빛 지역아동센터,충남
54,9.0,아산시건강가정지원센터,충청남도 아산시,충남 아산시 온천동 94-6 시민문화복지센터 4층,충남
